Probe_Set_ID;Transcript_ID;Gene_Title;Gene_Symbol;SOM_cluster;Expression_pattern;Develoment_relation
;;carboxy-terminal domain, 2;;;;
207831_x_at;g7108339;deoxyhypusine synthase;DHPS;c10;DOWN;
207549_x_at;g11321566;CD46 molecule, complement regulatory protein;CD46;c10;DOWN;
206316_s_at;g7661959;kinetochore associated 1;KNTC1;c10;DOWN;D
205895_s_at;g4758859;nucleolar and coiled-body phosphoprotein 1;NOLC1;c10;DOWN;
205733_at;g4557364;Bloom syndrome;BLM;c10;DOWN;
205394_at;g4502802;CHK1 checkpoint homolog (S. pombe);CHEK1;c10;DOWN;
205324_s_at;g7110660;FtsJ homolog 1 (E. coli);FTSJ1;c10;DOWN;
204887_s_at;g7657626;polo-like kinase 4 (Drosophila);PLK4;c10;DOWN;
204835_at;g8393994;polymerase (DNA directed), alpha 1;POLA1;c10;DOWN;
204817_at;g6912453;extra spindle pole bodies homolog 1 (S. cerevisiae);ESPL1;c10;DOWN;D
204709_s_at;g13699831;kinesin family member 23;KIF23;c10;DOWN;
204089_x_at;g6031179;mitogen-activated protein kinase kinase kinase 4;MAP3K4;c10;DOWN;
204033_at;g11321606;thyroid hormone receptor interactor 13;TRIP13;c10;DOWN;
203992_s_at;g2580569;ubiquitously transcribed tetratricopeptide repeat, ;UTX;c10;DOWN;
;;X chromosome;;;;
203695_s_at;g4758153;deafness, autosomal dominant 5;DFNA5;c10;DOWN;D
203604_at;Hs.48450.0;zinc finger protein 516;ZNF516;c10;DOWN;
203564_at;g4759335;Fanconi anemia, complementation group G;FANCG;c10;DOWN;D
203550_s_at;g5729751;chromosome 1 open reading frame 2;C1orf2;c10;DOWN;
203441_s_at;g4502720;cadherin 2, type 1, N-cadherin (neuronal);CDH2;c10;DOWN;D
203375_s_at;g4507656;tripeptidyl peptidase II;TPP2;c10;DOWN;
203342_at;g5032180;translocase of inner mitochondrial membrane 17 ;TIMM17B;c10;DOWN;
;;homolog B (yeast);;;;
203095_at;g4505276;mitochondrial translational initiation factor 2;MTIF2;c10;DOWN;D
203062_s_at;g7661965;mediator of DNA damage checkpoint 1;MDC1;c10;DOWN;
202995_s_at;g5922008;fibulin 1;FBLN1;c10;DOWN;
202809_s_at;g12711679;integrator complex subunit 3;INTS3;c10;DOWN;
202804_at;Hs.89433.4;ATP-binding cassette, sub-family C (CFTR/MRP), ;ABCC1;c10;DOWN;
;;member 1;;;;
202785_at;g4826849;NADH dehydrogenase (ubiquinone) 1 alpha ;NDUFA7;c10;DOWN;
;;subcomplex, 7, 14.5kDa;;;;
202681_at;Hs.77500.0;ubiquitin specific peptidase 4 (proto-oncogene);USP4;c10;DOWN;
202647_s_at;g6006027;neuroblastoma RAS viral (v-ras) oncogene homolog;NRAS;c10;DOWN;
202595_s_at;g6841445;leptin receptor overlapping transcript-like 1;LEPROTL1;c10;DOWN;
202551_s_at;Hs.19280.0;cysteine rich transmembrane BMP regulator 1 ;CRIM1;c10;DOWN;D
;;(chordin-like);;;;
202183_s_at;g6453817;kinesin family member 22 /// ;KIF22 /// ;c10;DOWN;
;;similar to Kinesin-like protein KIF22 (Kinesin-;LOC728037;;;
;;like DNA-binding protein) (Kinesin-like protein 4);;;;
201774_s_at;Hs.5719.0;non-SMC condensin I complex, subunit D2;NCAPD2;c10;DOWN;
201727_s_at;g4503550;ELAV (embryonic lethal, abnormal vision, ;ELAVL1;c10;DOWN;D
;;Drosophila)-like 1 (Hu antigen R);;;;
201715_s_at;g7662237;apoptotic chromatin condensation inducer 1;ACIN1;c10;DOWN;D
201706_s_at;g12653448;peroxisomal biogenesis factor 19;PEX19;c10;DOWN;
201583_s_at;g5454043;Sec23 homolog B (S. cerevisiae);SEC23B;c10;DOWN;
201440_at;g4759277;DEAD (Asp-Glu-Ala-Asp) box polypeptide 23;DDX23;c10;DOWN;D
201377_at;g7661941;ubiquitin associated protein 2-like;UBAP2L;c10;DOWN;
201308_s_at;g8922711;septin 11;39336;c10;DOWN;D
201281_at;g5901959;adhesion regulating molecule 1;ADRM1;c10;DOWN;D
200951_s_at;Hs.75586.0;cyclin D2;CCND2;c10;DOWN;
200868_s_at;g8923897;zinc finger protein 313;ZNF313;c10;DOWN;D
200861_at;g7706213;CCR4-NOT transcription complex, subunit 1;CNOT1;c10;DOWN;
200739_s_at;Hs.85119.0;SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae);SUMO3;c10;DOWN;
1558675_s_at;Hs2.397366.1;serologically defined colon cancer antigen 1;SDCCAG1;c10;DOWN;
1553764_a_at;Hs2.64552.1;jub, ajuba homolog (Xenopus laevis);JUB;c10;DOWN;
36553_at;4874083;acetylserotonin O-methyltransferase-like;ASMTL;c11;DOWN;
244132_x_at;Hs.266959.0;Zinc finger protein 518;ZNF518;c11;DOWN;
239238_at;Hs.192266.0;---;---;c11;DOWN;
239230_at;Hs.57971.0;hairy and enhancer of split 5 (Drosophila);HES5;c11;DOWN;D
236265_at;Hs.88013.0;Sp4 transcription factor;SP4;c11;DOWN;
235791_x_at;Hs.48008.0;chromodomain helicase DNA binding protein 1;CHD1;c11;DOWN;
235391_at;Hs.87672.0;family with sequence similarity 92, member A1;FAM92A1;c11;DOWN;
235112_at;Hs.276754.0;Homo sapiens, Similar to RIKEN cDNA E130308A19 ;---;c11;DOWN;
;;gene, clone IMAGE:6198463, mRNA;;;;
229665_at;Hs.180034.1;cleavage stimulation factor, 3' pre-RNA, subunit 3, ;CSTF3;c11;DOWN;
;;77kDa;;;;
228665_at;Hs.124141.0;cysteine/tyrosine-rich 1;CYYR1;c11;DOWN;
228562_at;Hs.39982.0;Transcribed locus;---;c11;DOWN;
228245_s_at;Hs.110080.0;ovostatin 2 /// similar to cDNA sequence BC048546;LOC728715 /// ;c11;DOWN;
;;;OVOS2;;;
228191_at;Hs.7055.0;CDNA FLJ33420 fis, clone BRACE2020028;---;c11;DOWN;
227247_at;Hs.251865.0;"MRNA; cDNA DKFZp313M1034 (from clone ";---;c11;DOWN;
;;DKFZp313M1034);;;;
226934_at;Hs.34804.0;CDNA FLJ41019 fis, clone UTERU2019096;---;c11;DOWN;
226917_s_at;Hs.273391.0;anaphase promoting complex subunit 4;ANAPC4;c11;DOWN;
226544_x_at;Hs.88977.0;muted homolog (mouse);MUTED;c11;DOWN;
226473_at;Hs.103305.0;chromobox homolog 2 (Pc class homolog, Drosophila);CBX2;c11;DOWN;
226456_at;Hs.77448.2;chromosome 16 open reading frame 75;C16orf75;c11;DOWN;
226431_at;Hs.283707.0;amyotrophic lateral sclerosis 2 (juvenile) chromosome ;ALS2CR13;c11;DOWN;
;;region, candidate 13;;;;
226319_s_at;Hs.241520.0;THO complex 4 /// similar to THO complex subunit 4 ;LOC644811 /// ;c11;DOWN;
;;(Tho4) (Ally of AML-1 and LEF-1) (Transcriptional ;THOC4;;;
;;coactivator Aly/REF) (bZIP-enhancing factor BEF);;;;
226287_at;Hs.256150.0;coiled-coil domain containing 34;CCDC34;c11;DOWN;
226285_at;Hs.278672.1;cell cycle associated protein 1;CAPRIN1;c11;DOWN;
226157_at;Hs.19131.2;Transcription factor Dp-2 (E2F dimerization partner 2);TFDP2;c11;DOWN;
226029_at;Hs.137507.0;vang-like 2 (van gogh, Drosophila);VANGL2;c11;DOWN;D
225890_at;Hs.48764.0;chromosome 20 open reading frame 72;C20orf72;c11;DOWN;
225855_at;Hs.6728.0;erythrocyte membrane protein band 4.1 like 5;EPB41L5;c11;DOWN;
225765_at;Hs.168075.2;CDNA FLJ31107 fis, clone IMR322000152;---;c11;DOWN;
225643_at;Hs.75968.2;chromosome 14 open reading frame 32;C14orf32;c11;DOWN;
225554_s_at;Hs.52763.1;anaphase promoting complex subunit 7;ANAPC7;c11;DOWN;
225517_at;Hs.5327.1;zinc finger protein 770;ZNF770;c11;DOWN;
225441_x_at;Hs.159471.1;LSM domain containing 1;LSMD1;c11;DOWN;
225096_at;Hs.8179.0;chromosome 17 open reading frame 79;C17orf79;c11;DOWN;
225068_at;Hs.3826.1;kelch-like 12 (Drosophila);KLHL12;c11;DOWN;
225007_at;Hs.3353.1;Full-length cDNA clone CS0DL005YA15 of B cells ;---;c11;DOWN;
;;(Ramos cell line) Cot 25-normalized of Homo sapiens ;;;;
;;(human);;;;
224768_at;Hs.5570.0;IWS1 homolog (S. cerevisiae);IWS1;c11;DOWN;
224623_at;Hs.19574.0;THO complex 3 /// similar to THO complex 3;LOC728554 /// ;c11;DOWN;
;;;THOC3;;;
224479_s_at;g13623270;mitochondrial ribosomal protein L45;MRPL45;c11;DOWN;
223711_s_at;g10197625;thymocyte nuclear protein 1;THYN1;c11;DOWN;
223542_at;g13276626;ankyrin repeat domain 32;ANKRD32;c11;DOWN;
223513_at;g10643591;centromere protein J;CENPJ;c11;DOWN;
223358_s_at;Hs.150395.0;CDNA FLJ33024 fis, clone THYMU1000532, ;---;c11;DOWN;
;;moderately similar to HIGH-AFFINITY CAMP-;;;;
;;SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE ;;;;
;;(EC 3.1.4.17);;;;
223350_x_at;Hs.91393.0;lin-7 homolog C (C. elegans);LIN7C;c11;DOWN;
223307_at;g12803452;cell division cycle associated 3;CDCA3;c11;DOWN;
223294_at;g12654754;chromosome X open reading frame 26;CXorf26;c11;DOWN;
223229_at;g7416119;ubiquitin-conjugating enzyme E2T (putative);UBE2T;c11;DOWN;
223081_at;g12803376;PHD finger protein 23;PHF23;c11;DOWN;
223066_at;g12653934;SNAP-associated protein;SNAPAP;c11;DOWN;
223020_at;g12248401;CLPTM1-like;CLPTM1L;c11;DOWN;
223002_s_at;g12053188;5'-3' exoribonuclease 2;XRN2;c11;DOWN;D
222981_s_at;g12654156;RAB10, member RAS oncogene family;RAB10;c11;DOWN;
222680_s_at;Hs.126774.0;denticleless homolog (Drosophila);DTL;c11;DOWN;
222619_at;Hs.59757.0;zinc finger protein 281;ZNF281;c11;DOWN;
222608_s_at;Hs.62180.0;anillin, actin binding protein;ANLN;c11;DOWN;D
222209_s_at;Hs.183887.1;transmembrane protein 135;TMEM135;c11;DOWN;
220948_s_at;g4502268;ATPase, Na+/K+ transporting, alpha 1 polypeptide;ATP1A1;c11;DOWN;
220085_at;g8922361;helicase, lymphoid-specific;HELLS;c11;DOWN;D
220028_at;g10862697;activin A receptor, type IIB;ACVR2B;c11;DOWN;D
219855_at;g8922558;nudix (nucleoside diphosphate linked moiety X)-type ;NUDT11;c11;DOWN;
;;motif 11;;;;
219787_s_at;g8922431;epithelial cell transforming sequence 2 oncogene;ECT2;c11;DOWN;
218979_at;g13376426;RMI1, RecQ mediated genome instability 1, homolog ;RMI1;c11;DOWN;
;;(S. cerevisiae);;;;
218905_at;g8923495;integrator complex subunit 8;INTS8;c11;DOWN;
218839_at;g6912411;hairy/enhancer-of-split related with YRPW motif 1;HEY1;c11;DOWN;D
218726_at;g8922180;hypothetical protein DKFZp762E1312;DKFZp762E1312;c11;DOWN;
218622_at;g13129027;nucleoporin 37kDa;NUP37;c11;DOWN;
218512_at;g8922736;WD repeat domain 12;WDR12;c11;DOWN;
218460_at;g8923371;HEAT repeat containing 2;HEATR2;c11;DOWN;
218421_at;g12232440;ceramide kinase;CERK;c11;DOWN;
218384_at;g7656994;calcium regulated heat stable protein 1, 24kDa;CARHSP1;c11;DOWN;
218366_x_at;g12232388;methyltransferase 11 domain containing 1;METT11D1;c11;DOWN;
218355_at;g7305204;kinesin family member 4A;KIF4A;c11;DOWN;
218354_at;g7706428;trafficking protein particle complex 2-like;TRAPPC2L;c11;DOWN;
218271_s_at;g8924133;presenilin associated, rhomboid-like;PARL;c11;DOWN;
218269_at;g7106396;ribonuclease III, nuclear;RNASEN;c11;DOWN;
218229_s_at;g8923835;pogo transposable element with KRAB domain;POGK;c11;DOWN;D
218206_x_at;g7706088;SCAN domain containing 1;SCAND1;c11;DOWN;D
218069_at;g13129099;XTP3-transactivated protein A;XTP3TPA;c11;DOWN;
217972_at;g8923389;coiled-coil-helix-coiled-coil-helix domain containing 3;CHCHD3;c11;DOWN;
217964_at;g8923319;tetratricopeptide repeat domain 19;TTC19;c11;DOWN;
217933_s_at;g7705687;leucine aminopeptidase 3;LAP3;c11;DOWN;
217866_at;g13376196;pre-mRNA cleavage factor I, 59 kDa subunit;FLJ12529;c11;DOWN;
217786_at;g5174682;protein arginine methyltransferase 5;PRMT5;c11;DOWN;
215773_x_at;Hs.24284.2;poly (ADP-ribose) polymerase family, member 2;PARP2;c11;DOWN;
215438_x_at;Hs.2707.2;G1 to S phase transition 1;GSPT1;c11;DOWN;
215136_s_at;Hs.274170.1;exosome component 8;EXOSC8;c11;DOWN;
215009_s_at;Hs.153527.1;SEC31 homolog A (S. cerevisiae);SEC31A;c11;DOWN;
214383_x_at;Hs.281706.2;kelch domain containing 3;KLHDC3;c11;DOWN;D
213330_s_at;Hs.75612.1;stress-induced-phosphoprotein 1 (Hsp70/Hsp90-;STIP1;c11;DOWN;
;;organizing protein);;;;
213302_at;Hs.105478.0;phosphoribosylformylglycinamidine synthase ;PFAS;c11;DOWN;
;;(FGAR amidotransferase);;;;
213007_at;Hs.80961.1;Fanconi anemia, complementation group I;FANCI;c11;DOWN;
212922_s_at;Hs.66170.1;SET and MYND domain containing 2;SMYD2;c11;DOWN;
212704_at;Hs.12413.0;zinc finger, CCHC domain containing 11;ZCCHC11;c11;DOWN;
212696_s_at;Hs.66394.1;ring finger protein 4;RNF4;c11;DOWN;
212596_s_at;Hs.92260.0;high-mobility group protein 2-like 1;HMG2L1;c11;DOWN;
212589_at;Hs.206097.0;related RAS viral (r-ras) oncogene homolog 2;RRAS2;c11;DOWN;
212584_at;Hs.129952.0;aquarius homolog (mouse);AQR;c11;DOWN;
212496_s_at;Hs.301011.0;jumonji domain containing 2B;JMJD2B;c11;DOWN;
212370_x_at;Hs.13273.2;family with sequence similarity 21, member B /// ;FAM21B /// ;c11;DOWN;
;;similar to KIAA0592 protein;RP11-56A21.1;;;
212219_at;Hs.112396.0;proteasome (prosome, macropain) activator subunit 4;PSME4;c11;DOWN;D
212206_s_at;Hs.301005.1;H2A histone family, member V;H2AFV;c11;DOWN;
212177_at;Hs.18368.2;chromosome 6 open reading frame 111;C6orf111;c11;DOWN;
212175_s_at;Hs.171811.2;adenylate kinase 2;AK2;c11;DOWN;
212159_x_at;Hs.19121.0;adaptor-related protein complex 2, alpha 2 subunit;AP2A2;c11;DOWN;D
212021_s_at;Hs.80976.1;antigen identified by monoclonal antibody Ki-67;MKI67;c11;DOWN;
211950_at;Hs.297641.0;zinc finger, UBR1 type 1;ZUBR1;c11;DOWN;
211678_s_at;g6690233;zinc finger protein 313;ZNF313;c11;DOWN;D
211404_s_at;g13325115;amyloid beta (A4) precursor-like protein 2;APLP2;c11;DOWN;
210878_s_at;g12654720;jumonji domain containing 1B;JMJD1B;c11;DOWN;
210776_x_at;g181905;transcription factor 3 (E2A immunoglobulin enhancer ;TCF3;c11;DOWN;D
;;binding factors E12/E47);;;;
210574_s_at;g12005492;nuclear distribution gene C homolog (A. nidulans);NUDC;c11;DOWN;D
210543_s_at;g13606055;protein kinase, DNA-activated, catalytic polypeptide;PRKDC;c11;DOWN;
210337_s_at;g603073;ATP citrate lyase;ACLY;c11;DOWN;
210266_s_at;g12407442;tripartite motif-containing 33;TRIM33;c11;DOWN;
209421_at;g432997;mutS homolog 2, colon cancer, nonpolyposis type 1 ;MSH2;c11;DOWN;D
;;(E. coli);;;;
209302_at;g1017822;polymerase (RNA) II (DNA directed) polypeptide H;POLR2H;c11;DOWN;
209219_at;g190973;RD RNA binding protein;RDBP;c11;DOWN;
209092_s_at;g12001995;glyoxalase domain containing 4;GLOD4;c11;DOWN;
209054_s_at;g4378016;Wolf-Hirschhorn syndrome candidate 1;WHSC1;c11;DOWN;D
209050_s_at;Hs.106185.0;ral guanine nucleotide dissociation stimulator;RALGDS;c11;DOWN;
208931_s_at;g4929370;interleukin enhancer binding factor 3, 90kDa;ILF3;c11;DOWN;
208911_s_at;g190791;pyruvate dehydrogenase (lipoamide) beta;PDHB;c11;DOWN;
208854_s_at;Hs.168913.1;serine/threonine kinase 24 (STE20 homolog, yeast);STK24;c11;DOWN;
208712_at;g179364;cyclin D1;CCND1;c11;DOWN;D
208079_s_at;g4507278;aurora kinase A;AURKA;c11;DOWN;
208066_s_at;g13435384;general transcription factor IIB;GTF2B;c11;DOWN;D
207614_s_at;g4503160;cullin 1;CUL1;c11;DOWN;D
206414_s_at;g4502248;development and differentiation enhancing factor 2;DDEF2;c11;DOWN;
206147_x_at;g5174668;sex comb on midleg-like 2 (Drosophila);SCML2;c11;DOWN;D
204905_s_at;g4758861;eukaryotic translation elongation factor 1 epsilon 1;EEF1E1;c11;DOWN;D
204752_x_at;g11496991;poly (ADP-ribose) polymerase family, member 2;PARP2;c11;DOWN;
204510_at;g11038647;cell division cycle 7 homolog (S. cerevisiae);CDC7;c11;DOWN;D
204304_s_at;g5174386;prominin 1;PROM1;c11;DOWN;
204216_s_at;g13376221;zinc finger CCCH-type containing 14;ZC3H14;c11;DOWN;
204127_at;g12803002;replication factor C (activator 1) 3, 38kDa;RFC3;c11;DOWN;
204064_at;g4826881;THO complex 1;THOC1;c11;DOWN;
203856_at;g4507902;vaccinia related kinase 1;VRK1;c11;DOWN;
203705_s_at;Hs.173859.0;frizzled homolog 7 (Drosophila);FZD7;c11;DOWN;D
203616_at;g4505930;polymerase (DNA directed), beta;POLB;c11;DOWN;D
203545_at;g13129069;asparagine-linked glycosylation 8 homolog ;ALG8;c11;DOWN;
;;(S. cerevisiae, alpha-1,3-glucosyltransferase);;;;
203197_s_at;Hs.146861.0;chromosome 1 open reading frame 123;C1orf123;c11;DOWN;
203120_at;g4885642;tumor protein p53 binding protein, 2;TP53BP2;c11;DOWN;D
203091_at;g4503800;far upstream element (FUSE) binding protein 1;FUBP1;c11;DOWN;
203087_s_at;g4758643;kinesin heavy chain member 2A;KIF2A;c11;DOWN;
203050_at;g5032188;tumor protein p53 binding protein, 1;TP53BP1;c11;DOWN;
203046_s_at;g4507506;timeless homolog (Drosophila);TIMELESS;c11;DOWN;D
203022_at;g5454009;ribonuclease H2, subunit A;RNASEH2A;c11;DOWN;
203002_at;g7705577;angiomotin like 2;AMOTL2;c11;DOWN;
202642_s_at;g4507690;transformation/transcription domain-associated protein;TRRAP;c11;DOWN;
202633_at;g5902137;topoisomerase (DNA) II binding protein 1;TOPBP1;c11;DOWN;
202613_at;g4503132;CTP synthase;CTPS;c11;DOWN;
202466_at;g6631114;polymerase (DNA directed) sigma;POLS;c11;DOWN;
202408_s_at;g7661653;PRP31 pre-mRNA processing factor 31 homolog ;PRPF31;c11;DOWN;D
;;(S. cerevisiae);;;;
202352_s_at;Hs.4295.0;proteasome (prosome, macropain) 26S subunit, ;PSMD12;c11;DOWN;
;;non-ATPase, 12;;;;
202326_at;g5729833;euchromatic histone-lysine N-methyltransferase 2;EHMT2;c11;DOWN;
202261_at;g5174714;vacuolar protein sorting 72 homolog (S. cerevisiae);VPS72;c11;DOWN;
202188_at;g7661901;nucleoporin 93kDa;NUP93;c11;DOWN;
202173_s_at;g6005967;vascular endothelial zinc finger 1;VEZF1;c11;DOWN;D
202139_at;g4502020;aldo-keto reductase family 7, member A2 (aflatoxin ;AKR7A2;c11;DOWN;
;;aldehyde reductase);;;;
202031_s_at;g7661579;WD repeat domain, phosphoinositide interacting 2;WIPI2;c11;DOWN;
202003_s_at;g5174428;acetyl-Coenzyme A acyltransferase 2 (mitochondrial ;ACAA2;c11;DOWN;
;;3-oxoacyl-Coenzyme A thiolase);;;;
201896_s_at;g12655140;proline/serine-rich coiled-coil 1;PSRC1;c11;DOWN;
201837_s_at;g11066257;suppressor of Ty 7 (S. cerevisiae)-like;SUPT7L;c11;DOWN;
201756_at;g4506584;replication protein A2, 32kDa;RPA2;c11;DOWN;
201629_s_at;Hs.75393.0;acid phosphatase 1, soluble;ACP1;c11;DOWN;
201605_x_at;g4758017;calponin 2;CNN2;c11;DOWN;
201475_x_at;g4826825;methionyl-tRNA synthetase;MARS;c11;DOWN;
201414_s_at;g5174612;nucleosome assembly protein 1-like 4;NAP1L4;c11;DOWN;D
201397_at;g5729973;phosphoglycerate dehydrogenase;PHGDH;c11;DOWN;D
201360_at;g4503106;cystatin C (amyloid angiopathy and cerebral hemorrhage);CST3;c11;DOWN;
201245_s_at;Hs.108504.0;OTU domain, ubiquitin aldehyde binding 1;OTUB1;c11;DOWN;
201234_at;g4758605;integrin-linked kinase;ILK;c11;DOWN;D
201224_s_at;Hs.18192.0;serine/arginine repetitive matrix 1;SRRM1;c11;DOWN;
201183_s_at;Hs.74441.0;chromodomain helicase DNA binding protein 4;CHD4;c11;DOWN;
201115_at;g5453923;polymerase (DNA directed), delta 2, regulatory ;POLD2;c11;DOWN;
;;subunit 50kDa;;;;
200940_s_at;g8096339;arginine-glutamic acid dipeptide (RE) repeats;RERE;c11;DOWN;D
200692_s_at;g4758569;heat shock 70kDa protein 9 (mortalin);HSPA9;c11;DOWN;D
200045_at;g10947134;ATP-binding cassette, sub-family F (GCN20), member 1;ABCF1;c11;DOWN;
200011_s_at;g4502202;ADP-ribosylation factor 3;ARF3;c11;DOWN;
1564521_x_at;Hs2.367854.1;protein arginine methyltransferase 5;PRMT5;c11;DOWN;
1557813_at;Hs2.302216.1;Full length insert cDNA clone YB34C04;---;c11;DOWN;
1553984_s_at;Hs2.352231.1;deoxythymidylate kinase (thymidylate kinase) /// ;DTYMK /// ;c11;DOWN;
;;similar to deoxythymidylate kinase (thymidylate kinase);LOC727761;;;
1553709_a_at;Hs2.5301.2;PRP38 pre-mRNA processing factor 38 (yeast) ;PRPF38A;c11;DOWN;
;;domain containing A;;;;
233955_x_at;Hs.15093.1;CXXC finger 5;CXXC5;c12;DOWN;
227517_s_at;Hs.289721.3;Growth arrest-specific 5;GAS5;c12;DOWN;
226896_at;Hs.181174.0;coiled-coil-helix-coiled-coil-helix domain containing 1;CHCHD1;c12;DOWN;
226276_at;Hs.20183.0;transmembrane protein 167;TMEM167;c12;DOWN;
226215_s_at;Hs.199009.0;F-box and leucine-rich repeat protein 10;FBXL10;c12;DOWN;
225610_at;Hs.12258.0;ubiquitin-like, containing PHD and RING finger ;UHRF2;c12;DOWN;D
;;domains, 2;;;;
225086_at;Hs.6799.0;Family with sequence similarity 98, member B;FAM98B;c12;DOWN;
225082_at;Hs.16251.0;cleavage and polyadenylation specific factor 3, 73kDa;CPSF3;c12;DOWN;
224781_s_at;Hs.107001.0;RNA binding motif protein 17;RBM17;c12;DOWN;
224714_at;Hs.142838.0;MKI67 (FHA domain) interacting nucleolar ;MKI67IP;c12;DOWN;D
;;phosphoprotein;;;;
224511_s_at;g13623580;thioredoxin-like 5;TXNL5;c12;DOWN;
224492_s_at;g13623353;zinc finger protein 627;ZNF627;c12;DOWN;
224428_s_at;g13641303;cell division cycle associated 7;CDCA7;c12;DOWN;
224395_s_at;g13649605;ring finger protein 7;RNF7;c12;DOWN;D
224129_s_at;g12655885;dpy-30-like protein;HDPY-30;c12;DOWN;
223112_s_at;g4164441;NADH dehydrogenase (ubiquinone) 1 beta subcomplex, ;NDUFB10;c12;DOWN;
;;10, 22kDa;;;;
222500_at;g12804374;peptidylprolyl isomerase (cyclophilin)-like 1;PPIL1;c12;DOWN;
222443_s_at;g10197629;RNA binding motif protein 8A;RBM8A;c12;DOWN;
222427_s_at;Hs.6762.0;leucyl-tRNA synthetase;LARS;c12;DOWN;
222240_s_at;Hs.33713.2;myo-inositol 1-phosphate synthase A1;ISYNA1;c12;DOWN;
222077_s_at;Hs.23900.1;Rac GTPase activating protein 1;RACGAP1;c12;DOWN;D
222021_x_at;Hs.469.2;succinate dehydrogenase complex, subunit A, ;SDHALP1;c12;DOWN;
;;flavoprotein pseudogene 1;;;;
221580_s_at;g12805036;Josephin domain containing 3;JOSD3;c12;DOWN;
221521_s_at;g13112024;GINS complex subunit 2 (Psf2 homolog);GINS2;c12;DOWN;
219030_at;g7705589;TP53RK binding protein;TPRKB;c12;DOWN;
218768_at;g9966880;nucleoporin 107kDa;NUP107;c12;DOWN;
218740_s_at;g13376787;CDK5 regulatory subunit associated protein 3;CDK5RAP3;c12;DOWN;D
218738_s_at;g7706722;ring finger protein 138;RNF138;c12;DOWN;
218585_s_at;g7705575;denticleless homolog (Drosophila);DTL;c12;DOWN;
218462_at;g13376604;brix domain containing 5;BXDC5;c12;DOWN;
218319_at;g11037062;pellino homolog 1 (Drosophila);PELI1;c12;DOWN;
218252_at;g8922641;cytoskeleton associated protein 2;CKAP2;c12;DOWN;D
218051_s_at;g12597652;5'-nucleotidase domain containing 2;NT5DC2;c12;DOWN;
218009_s_at;g4506038;protein regulator of cytokinesis 1;PRC1;c12;DOWN;
217820_s_at;g8922657;enabled homolog (Drosophila);ENAH;c12;DOWN;
217815_at;g6005756;suppressor of Ty 16 homolog (S. cerevisiae);SUPT16H;c12;DOWN;
217805_at;g4758603;interleukin enhancer binding factor 3, 90kDa;ILF3;c12;DOWN;
214113_s_at;Hs.65648.1;RNA binding motif protein 8A;RBM8A;c12;DOWN;
213301_x_at;Hs.183858.1;tripartite motif-containing 24;TRIM24;c12;DOWN;
213226_at;Hs.91728.1;cyclin A2;CCNA2;c12;DOWN;D
212739_s_at;Hs.9235.1;non-metastatic cells 4, protein expressed in;NME4;c12;DOWN;
212644_s_at;Hs.81360.1;chromosome 14 open reading frame 32;C14orf32;c12;DOWN;
212515_s_at;Hs.147916.2;DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked;DDX3X;c12;DOWN;
212361_s_at;Hs.1526.2;ATPase, Ca++ transporting, cardiac muscle, slow ;ATP2A2;c12;DOWN;D
;;twitch 2;;;;
212131_at;Hs.8258.1;LSM14A, SCD6 homolog A (S. cerevisiae);LSM14A;c12;DOWN;
212115_at;Hs.172035.0;hematological and neurological expressed 1-like;HN1L;c12;DOWN;
211257_x_at;g11385655;zinc finger protein 638;ZNF638;c12;DOWN;
209537_at;g2895061;exostoses (multiple)-like 2;EXTL2;c12;DOWN;
209526_s_at;g6855467;hepatoma-derived growth factor, related protein 3;HDGFRP3;c12;DOWN;
209517_s_at;g4417209;ash2 (absent, small, or homeotic)-like (Drosophila);ASH2L;c12;DOWN;D
209507_at;g13528944;replication protein A3, 14kDa;RPA3;c12;DOWN;
209471_s_at;g292030;farnesyltransferase, CAAX box, alpha;FNTA;c12;DOWN;
